region_code,sgg_name,sido,RAI,Econ,Demo,Infra,Serv,net_rate,Rank
46880,장성군,전라남도,-0.40122231105203876,-0.33510718185419014,-0.338934216169498,-0.528051898996711,-0.31579135098879746,-3.4621599490516544,184
47840,성주군,경상북도,-0.4060832745172595,-0.13999415830350403,-0.4637912892811251,-0.485662787459831,-0.4388142222389515,-1.367191120094324,185
52210,김제시,전북특별자치도,-0.41018661648121196,-0.41480158470557194,-0.38887173931619073,-0.8719570997915911,0.2989864710034671,-0.6779179466810556,186
48880,거창군,경상남도,-0.4114166266469182,-0.4233250624017954,-0.2978168956518027,-0.7386507706901031,0.0019298998741608848,0.82851228588643,187
43740,영동군,충청북도,-0.42196219649358846,-0.5538162283735294,-0.42943480935620637,-0.4385981510089685,-0.2823423511990432,-7.67134938283916,188
47290,경산시,경상북도,-0.4332350139742174,-0.20881372569830467,0.0889166326020432,-1.0082540121958472,-0.21933549795888266,4.891869118366041,189
48740,창녕군,경상남도,-0.4442550900224516,-0.33071718826486535,-0.4487011229120718,-0.6940614634742538,-0.13843366125173173,-6.111196702927438,190
46810,강진군,전라남도,-0.4541512885988974,-0.29978423828080736,-0.5159780955654505,-1.0099098601328216,0.3560191660773003,-9.114395468663,191
26200,영도구,부산광역시,-0.4606448552294691,-0.9058986220332028,0.12110239502039212,-0.599145864217839,-0.45230884563526996,-15.252915188429675,192
46800,장흥군,전라남도,-0.46728914623115003,-0.1906711377673161,-0.5072088873270011,-1.0761610963239328,0.30660128531779424,-9.828317185713756,193
52770,순창군,전북특별자치도,-0.4677267525175825,-0.31096307824334,-0.5152289795365015,-1.0188580858765803,0.3192507946258538,-3.5851361429518533,194
